PERIODO;PROGRAMA;GRUPO_REFERENCIA;PUNTAJE_GLOBAL;PERCENTIL_NACIONALGLOBAL;PERCENTIL_GRUPOREFGLOBAL;PUNTAJE_PRUEBA.CCiudadanas;PERCENTIL_NACIONALPRUEBA.CCiudadanas;PERCENTIL_GRUPOREFPRUEBA.CCiudadanas;PUNTAJE_PRUEBA.LectCritica;PERCENTIL_NACIONALPRUEBA.LectCritica;PERCENTIL_GRUPOREFPRUEBA.LectCritica;PUNTAJE_PRUEBA.RazCuanti;PERCENTIL_NACIONALPRUEBA.RazCuanti;PERCENTIL_GRUPOREFPRUEBA.RazCuanti
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;160;68;55;161;62;55;164;67;55;187;88;89
20163;INGENIERIA MECANICA;INGENIERÍA;189;96;93;185;88;86;209;98;98;209;98;93
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;140;35;41;110;11;13;117;15;18;118;16;17
20163;MEDICINA;MEDICINA;160;69;39;171;75;52;159;61;34;158;62;33
20163;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;136;30;19;138;34;25;126;23;13;101;5;6
20163;INGENIERIA MECANICA;INGENIERÍA;169;79;71;102;7;6;141;39;33;205;97;91
20163;MEDICINA;MEDICINA;154;59;29;164;66;41;150;50;23;148;49;22
20163;MEDICINA;MEDICINA;188;95;83;207;98;95;178;82;60;198;95;85
20163;MEDICINA;MEDICINA;180;90;70;176;80;59;190;91;75;187;88;71
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;140;36;24;104;8;8;165;68;57;152;53;50
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;133;25;16;113;13;12;112;11;8;123;21;19
20163;MEDICINA;MEDICINA;185;93;78;175;79;58;185;88;68;181;84;64
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;168;79;68;176;80;76;171;75;65;156;59;56
20163;MEDICINA;MEDICINA;181;91;71;186;89;72;167;71;44;193;92;79
20163;INGENIERIA CIVIL;INGENIERÍA;203;99;99;188;90;89;186;89;86;225;100;99
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;170;81;70;154;53;46;174;79;69;181;84;84
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;164;74;61;170;73;68;159;61;48;121;19;17
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;184;93;87;191;92;85;177;81;70;147;48;58
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;121;10;11;76;1;1;99;5;6;114;13;14
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;155;61;47;140;37;32;125;22;14;145;45;42
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;151;55;40;98;5;5;150;50;37;135;33;30
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;142;39;46;143;41;46;113;12;15;134;32;36
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;188;95;94;197;96;96;197;94;93;186;88;84
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;66;1;1;0;1;1;0;1;1;88;1;1
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;157;63;53;158;58;56;152;52;44;151;53;39
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;163;73;64;143;40;37;180;84;79;156;59;45
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;177;88;85;186;89;90;150;50;42;180;83;78
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;148;49;35;141;38;33;129;26;17;156;59;55
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;192;97;95;182;86;83;181;85;77;206;97;98
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;117;7;8;85;2;2;93;3;4;125;22;24
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;146;45;53;104;8;9;91;3;3;150;51;57
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;169;80;69;184;87;84;204;97;95;123;21;19
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;150;53;38;176;80;75;167;70;59;101;5;5
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;143;40;36;160;62;49;159;61;50;79;1;1
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;132;23;15;119;17;16;125;22;14;119;17;16
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;160;68;57;76;1;1;118;16;12;218;99;97
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;183;92;88;151;50;46;171;76;71;203;96;89
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;145;44;30;110;11;11;126;23;15;139;38;34
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;160;68;58;159;59;57;147;46;38;119;17;10
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;188;95;94;176;80;79;182;85;80;205;97;97
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;163;72;62;157;57;54;135;32;26;201;96;88
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;178;89;83;164;66;62;159;61;55;186;88;73
20163;ARQUITECTURA;ARQUITECTURA Y URBANISMO;179;89;86;145;43;40;170;74;67;179;83;77
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;147;48;34;120;18;17;125;22;14;124;22;20
20163;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;155;61;50;165;68;60;171;75;64;99;4;5
20163;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;153;57;43;70;1;1;160;63;51;172;76;75
20163;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;131;22;14;108;10;10;118;16;10;109;9;9
20163;PSICOLOGIA;PSICOLOGÍA;138;33;34;162;63;61;151;51;48;121;19;26
20172;INGENIERIA CIVIL;INGENIERÍA;199;99;98;201;97;98;187;86;84;189;91;79
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;178;89;93;165;74;81;168;70;80;175;81;87
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;154;62;71;127;34;39;136;35;44;146;49;55
20172;INGENIERIA CIVIL;INGENIERÍA;98;2;1;94;9;9;120;19;16;86;2;1
20172;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;207;100;98;213;100;97;203;96;91;192;92;95
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;184;93;96;157;67;74;203;96;98;162;68;75
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;172;85;90;134;42;48;167;70;79;183;86;91
20172;PSICOLOGIA;PSICOLOGÍA;193;97;98;204;98;99;200;94;94;173;79;91
20172;MEDICINA;MEDICINA;171;83;60;153;62;40;178;80;56;152;56;31
20172;PSICOLOGIA;PSICOLOGÍA;192;97;98;189;93;94;183;83;83;191;92;98
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;182;92;95;134;42;48;167;70;79;220;100;100
20172;INGENIERIA INDUSTRIAL;INGENIERÍA;175;87;81;152;61;57;180;81;78;174;80;60
20172;ENFERMERIA;ENFERMERÍA;131;27;29;129;36;41;98;5;5;127;26;28
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;151;59;68;120;27;31;149;50;60;105;8;8
20172;INGENIERIA ELECTRONICA;INGENIERÍA;206;100;99;189;93;93;215;99;99;203;97;91
20172;INGENIERIA CIVIL;INGENIERÍA;198;98;98;190;94;93;196;92;91;199;95;88
20172;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;231;100;100;300;100;100;223;100;100;182;86;91
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;187;95;97;167;77;83;191;90;95;176;81;87
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;195;98;99;202;98;99;193;90;95;165;71;78
20172;INGENIERIA INDUSTRIAL;INGENIERÍA;179;90;85;128;35;33;173;76;72;195;94;85
20172;INGENIERIA MECANICA;INGENIERÍA;202;99;99;174;83;81;204;96;95;219;100;98
20172;MEDICINA;MEDICINA;140;40;18;82;4;2;156;58;32;141;43;21
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;184;93;96;157;67;74;203;96;98;169;74;81
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;207;100;100;204;98;99;208;97;99;203;97;98
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;180;91;94;184;90;94;163;65;75;171;77;84
20172;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;172;84;82;163;72;66;138;38;26;165;71;82
20172;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;204;99;100;191;94;92;215;99;99;204;97;99
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;164;76;83;143;51;58;174;77;85;150;53;60
20172;INGENIERIA INDUSTRIAL;INGENIERÍA;203;99;99;189;93;93;191;89;87;205;97;92
20172;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;172;84;82;178;86;83;179;81;72;135;35;42
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;202;99;100;191;94;97;201;95;98;204;97;99
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;175;87;92;152;61;68;156;58;68;172;77;84
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;180;90;94;97;10;11;216;99;100;200;96;98
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;221;100;100;192;94;97;198;93;97;195;94;97
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;189;96;98;205;98;99;176;78;86;166;72;78
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;171;83;89;161;70;77;200;94;97;121;20;22
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;203;99;100;202;98;99;193;91;95;185;88;93
20172;PSICOLOGIA;PSICOLOGÍA;170;82;85;201;97;98;186;86;86;127;26;35
20172;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;224;100;100;184;90;89;300;100;100;193;93;83
20172;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;196;98;95;180;88;76;217;99;98;169;75;82
20172;INGENIERIA CIVIL;INGENIERÍA;191;96;94;156;65;62;157;60;54;215;99;97
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;178;89;93;161;71;78;180;81;89;160;65;72
20172;MEDICINA;MEDICINA;151;58;32;118;26;14;140;40;19;163;68;43
20172;INGENIERIA CIVIL;INGENIERÍA;195;97;96;188;93;92;200;94;93;165;71;48
20172;DERECHO;DERECHO;182;92;90;187;92;83;188;87;85;152;57;65
20172;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;161;72;66;194;95;94;188;88;81;94;4;5
20172;INGENIERIA ELECTRICA;INGENIERÍA;150;58;47;92;7;7;120;19;15;187;90;76
20172;PSICOLOGIA;PSICOLOGÍA;223;100;100;191;94;95;221;100;100;179;84;94
20172;DERECHO;DERECHO;176;87;86;195;96;90;161;64;59;130;29;36
20172;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;147;53;62;117;25;29;122;21;26;159;64;71
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;194;97;99;182;89;93;173;75;84;199;95;98
20172;DERECHO;DERECHO;152;61;57;148;57;41;173;76;72;96;4;6
20172;DERECHO;DERECHO;170;82;80;180;88;77;136;36;31;161;66;75
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;196;98;99;203;98;99;192;90;95;179;84;89
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;182;92;95;162;72;79;191;89;94;167;73;79
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;181;91;95;155;65;72;172;74;83;187;90;94
20172;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;182;92;87;187;92;91;226;100;100;91;3;2
20172;MEDICINA;MEDICINA;185;93;79;189;93;84;190;88;70;164;70;44
20172;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;190;96;94;173;82;79;204;96;93;190;91;91
20172;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;190;96;94;177;86;83;199;94;90;175;81;79
20172;MEDICINA;MEDICINA;187;94;82;135;42;25;218;100;98;169;75;51
20172;MEDICINA;MEDICINA;171;83;60;178;86;72;152;54;29;179;83;64
20172;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;172;85;90;163;73;80;151;53;62;171;76;83
20173;ENFERMERIA;ENFERMERÍA;157;68;76;147;56;64;195;92;96;129;28;29
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;124;17;11;109;18;17;144;44;38;149;52;29
20173;INGENIERIA ELECTRICA;INGENIERÍA;207;100;99;207;99;99;206;97;96;219;100;98
20173;ENFERMERIA;ENFERMERÍA;146;50;57;144;52;60;164;67;75;137;37;41
20173;MEDICINA;MEDICINA;161;73;46;145;53;33;185;85;65;152;56;31
20173;INGENIERIA MECANICA;INGENIERÍA;200;99;98;199;97;97;198;94;92;216;99;97
20173;INGENIERIA MECANICA;INGENIERÍA;185;93;90;178;86;85;162;65;60;188;90;77
20173;INGENIERIA MECANICA;INGENIERÍA;186;94;92;181;88;87;189;88;86;187;90;76
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;157;67;75;195;95;98;148;50;59;137;37;42
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;174;86;80;153;62;59;154;56;50;210;98;95
20173;INGENIERIA ELECTRONICA;INGENIERÍA;185;93;90;188;92;92;177;79;76;213;99;96
20173;ENFERMERIA;ENFERMERÍA;146;51;58;134;41;47;182;83;89;119;18;19
20173;INGENIERIA MECANICA;INGENIERÍA;175;87;82;145;53;49;161;64;59;192;92;81
20173;ENFERMERIA;ENFERMERÍA;165;78;86;143;51;58;206;97;99;149;52;58
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;178;89;93;175;84;89;176;78;86;181;85;90
20173;MEDICINA;MEDICINA;172;84;61;167;76;57;193;91;75;196;94;85
20173;ENFERMERIA;ENFERMERÍA;192;97;100;185;91;97;217;99;100;191;92;97
20173;ENFERMERIA;ENFERMERÍA;185;94;99;177;86;93;183;84;90;191;92;97
20173;INGENIERIA MECANICA;INGENIERÍA;204;99;99;189;93;93;214;99;99;227;100;100
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;186;94;91;197;96;96;187;87;84;187;90;77
20173;INGENIERIA ELECTRICA;INGENIERÍA;184;93;90;194;95;95;216;99;99;140;41;21
20173;ENFERMERIA;ENFERMERÍA;145;49;55;168;77;86;170;72;80;134;34;36
20173;MEDICINA;MEDICINA;188;95;83;186;91;80;191;89;72;155;59;34
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;202;99;100;213;100;100;215;99;100;160;66;72
20173;INGENIERIA MECANICA;INGENIERÍA;214;100;100;179;87;86;184;85;82;197;95;86
20173;PSICOLOGIA;PSICOLOGÍA;184;93;95;155;64;64;219;100;100;148;51;66
20173;MEDICINA;MEDICINA;187;94;82;162;71;50;176;78;53;200;96;87
20173;MEDICINA;MEDICINA;174;86;64;169;79;60;175;77;52;202;96;89
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;182;92;88;183;90;89;179;81;77;206;97;92
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;194;97;96;199;97;97;173;75;72;219;100;98
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;182;92;88;163;73;70;207;97;97;204;97;92
20173;INGENIERIA ELECTRONICA;INGENIERÍA;153;62;52;123;30;28;133;32;26;164;69;46
20173;INGENIERIA MECANICA;INGENIERÍA;201;99;98;171;81;78;208;98;97;199;95;88
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;175;87;82;178;86;85;191;89;87;155;60;36
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;207;100;99;195;96;96;197;93;92;203;97;91
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;144;48;37;107;16;16;162;65;60;169;75;54
20173;INGENIERIA MECANICA;INGENIERÍA;226;100;100;208;99;99;218;100;99;212;99;96
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;170;83;89;153;62;69;174;76;85;163;69;76
20173;MEDICINA;MEDICINA;171;83;60;180;88;75;179;80;56;171;77;54
20173;MEDICINA;MEDICINA;170;83;60;145;53;33;156;58;32;152;57;31
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;167;80;73;186;92;91;144;45;39;177;82;64
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;194;97;96;147;56;52;181;82;79;191;92;81
20173;PSICOLOGIA;PSICOLOGÍA;183;92;95;164;73;74;207;97;97;138;38;51
20173;ENFERMERIA;ENFERMERÍA;150;56;65;137;45;51;170;72;80;136;37;39
20173;INGENIERIA MECANICA;INGENIERÍA;215;100;100;189;93;92;190;89;87;300;100;100
20173;PSICOLOGIA;PSICOLOGÍA;175;87;90;145;54;53;156;59;57;111;12;16
20173;MEDICINA;MEDICINA;144;47;23;126;34;19;165;68;41;153;57;32
20173;INGENIERIA MECANICA;INGENIERÍA;162;73;65;160;70;67;180;81;78;197;95;86
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;178;89;84;172;81;79;166;68;64;181;85;69
20173;PSICOLOGIA;PSICOLOGÍA;162;73;77;167;77;78;197;93;93;140;41;54
20173;PSICOLOGIA;PSICOLOGÍA;190;96;97;188;93;94;173;75;74;163;69;84
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;164;76;68;159;68;65;171;74;70;171;77;56
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;189;96;94;183;90;89;199;94;92;193;93;82
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;171;84;77;170;80;78;222;100;100;144;47;25
20173;ENFERMERIA;ENFERMERÍA;172;85;93;171;81;89;172;74;82;173;79;87
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;190;96;94;176;85;83;196;92;91;191;92;81
20173;INGENIERIA MECANICA;INGENIERÍA;228;100;100;230;100;100;220;100;100;174;79;59
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;178;89;85;179;87;86;181;82;79;196;94;85
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;212;100;100;206;99;99;229;100;100;181;86;69
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;157;67;75;110;19;22;139;39;48;152;56;62
20173;INGENIERIA CIVIL;INGENIERÍA;171;84;77;153;62;58;170;73;69;146;49;26
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;176;88;82;146;55;51;189;88;86;172;78;57
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;183;92;96;177;86;91;174;76;85;180;85;90
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;189;96;98;167;77;83;172;75;83;215;99;100
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;157;67;57;156;65;62;144;44;38;170;75;54
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;148;54;43;123;31;28;164;67;62;150;54;30
20173;INGENIERIA MECANICA;INGENIERÍA;183;93;89;204;98;98;199;94;93;196;94;85
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;186;94;91;170;80;78;187;87;84;178;83;65
20173;PSICOLOGIA;PSICOLOGÍA;173;85;88;193;95;96;199;94;94;87;2;2
20173;INGENIERIA MECANICA;INGENIERÍA;163;75;66;156;65;62;181;82;79;168;74;51
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;155;64;54;95;9;9;179;80;77;156;60;37
20173;PSICOLOGIA;PSICOLOGÍA;175;87;90;175;84;85;188;87;87;156;61;77
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;156;66;74;109;18;21;149;51;61;174;79;85
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;188;95;93;159;68;65;197;93;91;199;95;88
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;162;74;82;151;59;67;137;36;45;169;75;82
20173;INGENIERIA MECANICA;INGENIERÍA;195;98;96;179;87;86;215;99;99;201;96;90
20173;MEDICINA;MEDICINA;186;94;81;161;71;50;183;84;62;171;77;54
20173;MEDICINA;MEDICINA;180;91;74;184;91;79;206;97;89;167;73;48
20173;PSICOLOGIA;PSICOLOGÍA;156;66;70;141;48;47;132;31;30;163;69;84
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;168;81;73;145;53;50;175;77;74;146;49;26
20173;INGENIERIA ELECTRICA;INGENIERÍA;177;88;84;153;62;59;171;74;70;184;87;72
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;184;93;90;178;86;85;189;88;86;178;83;65
20173;INGENIERIA ELECTRONICA;INGENIERÍA;167;79;72;168;78;76;183;83;80;181;86;69
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;153;61;51;123;31;29;130;29;24;176;81;62
20173;INGENIERIA ELECTRONICA;INGENIERÍA;179;90;85;159;69;66;187;87;84;176;81;62
20173;INGENIERIA MECANICA;INGENIERÍA;188;95;93;169;78;76;193;90;89;179;83;66
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;177;89;93;188;93;96;192;90;95;161;66;73
20173;MEDICINA;MEDICINA;179;90;72;198;96;91;190;89;71;175;81;60
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;174;86;80;143;51;47;167;70;66;182;86;70
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;177;89;84;140;48;45;159;62;57;191;92;81
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;191;96;95;200;97;97;170;73;69;178;83;65
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;190;96;94;150;59;55;194;91;89;198;95;87
20173;MEDICINA;MEDICINA;187;95;82;192;94;87;222;100;99;199;95;86
20173;MEDICINA;MEDICINA;192;97;88;171;81;63;210;98;93;188;90;75
20173;MEDICINA;MEDICINA;170;83;59;160;70;49;206;97;90;168;74;50
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;193;97;99;187;92;95;195;92;96;189;90;94
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;183;92;96;182;89;93;206;97;99;197;95;97
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;142;44;55;113;21;23;138;38;47;131;30;29
20173;PSICOLOGIA;PSICOLOGÍA;182;92;94;174;83;85;215;99;99;129;28;39
20173;INGENIERIA MECANICA;INGENIERÍA;177;88;84;183;89;88;184;85;82;180;84;67
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;197;98;99;189;93;96;185;85;92;196;94;97
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;158;68;61;98;10;8;134;33;22;186;89;95
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;171;84;78;157;66;63;149;50;45;167;73;50
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;185;94;96;198;97;98;189;88;94;168;74;80
20173;INGENIERIA MECANICA;INGENIERÍA;186;94;91;180;88;86;197;93;91;197;94;86
20173;MATEMATICAS;CIENCIAS NATURALES Y EXACTAS;193;97;88;146;54;36;208;97;90;210;98;91
20173;INGENIERIA MECANICA;INGENIERÍA;208;100;99;203;98;98;218;100;99;226;100;100
20173;INGENIERIA CIVIL;INGENIERÍA;165;78;70;177;86;84;148;49;44;186;89;75
20173;PSICOLOGIA;PSICOLOGÍA;172;84;87;163;73;74;206;97;97;120;19;26
20173;PSICOLOGIA;PSICOLOGÍA;181;92;94;190;93;94;193;91;91;156;61;76
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;163;75;82;163;72;79;133;32;39;143;45;50
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;153;62;74;146;54;63;136;35;43;161;66;70
20173;MEDICINA;MEDICINA;193;97;89;198;97;91;191;89;71;173;78;56
20173;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;179;90;85;154;63;56;199;94;90;161;66;62
20173;PSICOLOGIA;PSICOLOGÍA;197;98;99;172;82;83;205;96;96;166;72;86
20173;PSICOLOGIA;PSICOLOGÍA;194;97;98;187;92;93;190;89;88;195;94;98
20173;MEDICINA;MEDICINA;188;95;83;190;94;85;191;90;72;166;72;47
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;196;98;97;179;87;86;194;91;89;205;97;92
20173;INGENIERIA MECANICA;INGENIERÍA;173;85;80;153;62;59;174;76;73;180;84;67
20173;PSICOLOGIA;PSICOLOGÍA;171;84;87;190;93;94;204;96;96;134;34;46
20173;INGENIERIA ELECTRICA;INGENIERÍA;177;89;84;147;55;52;178;80;77;188;90;77
20173;PSICOLOGIA;PSICOLOGÍA;154;62;67;163;73;74;180;81;80;166;72;86
20173;PSICOLOGIA;PSICOLOGÍA;192;97;98;196;96;97;191;89;89;146;49;64
20173;PSICOLOGIA;PSICOLOGÍA;163;75;78;153;62;62;157;59;58;167;73;87
20173;INGENIERIA CIVIL;INGENIERÍA;188;95;93;165;74;72;180;81;78;213;99;96
20173;INGENIERIA CIVIL;INGENIERÍA;198;98;97;181;88;87;207;97;96;188;90;77
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;197;98;97;176;85;83;204;96;95;191;92;81
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;197;98;97;182;89;88;216;99;99;195;94;85
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;180;91;90;175;84;80;179;80;71;182;86;94
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;191;96;98;196;96;98;210;98;99;190;91;95
20173;PSICOLOGIA;PSICOLOGÍA;131;26;27;118;25;22;145;46;45;127;26;35
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;151;59;50;140;47;46;157;60;52;124;23;15
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;164;76;83;125;32;37;155;57;67;189;91;95
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;171;84;89;171;81;86;174;76;85;171;77;83
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;178;89;81;180;88;76;211;98;96;185;88;93
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;180;91;96;164;74;83;200;94;96;158;63;83
20173;MEDICINA;MEDICINA;177;89;70;164;74;54;174;76;50;170;76;52
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;158;69;59;178;87;85;191;89;87;204;97;91
20173;INGENIERIA ELECTRICA;INGENIERÍA;181;91;87;195;95;95;178;80;77;186;89;76
20173;ENFERMERIA;ENFERMERÍA;156;65;74;147;56;64;196;92;96;116;16;16
